spotid	spotname	geo-coordinates
6798537	Exxon	40.7468363222	-74.2613489889
390164	The Resevoir 	40.7468947833	-74.2614414
7621752	Grove Park	40.746987462	-74.2497575283
825271	Cait & Abby's Daily Bread Bakery	40.74619015	-74.2611416
616538	Eden Gourmet	40.74612301	-74.26121795
6952817	Harusame Sushi	40.744129363	-74.258556185
115030	South Orange Train Station	40.7454521833	-74.2609130333
760091	Sharey Tefilo	40.7531459333	-74.2513695333
4546430	Montrose School	40.754329898	-74.255900202
1517414	Cluck U Chicken	40.744785517	-74.250013983
6736103	Marshall School	40.74707922	-74.24733415
793561	Mountain Station	40.7550501823	-74.2521125078
783638	Walsh Library	40.7438161863	-74.2489119644
6722826	Big Crib	40.75608565	-74.253151
6965365	Jubilee Hall	40.74295139	-74.24865233
6966165	Corrigan Hall	40.742042157	-74.24983926
827997	Scotland House	40.7558979601	-74.2500695335
716784	Seton Hall University	40.742892016	-74.2475903034
6798598	Department Of Public Works 	40.7419505667	-74.2639634
850877	Cleanway Car Wash	40.73969985	-74.25208185
7205883	Metcalf Park	40.760091143	-74.252203032
118766	Tremont Place	40.7584771	-74.2448204667
7331500	Underhill Sports Complex	40.736100166	-74.256787347
970848	Pathmark	40.7385640667	-74.2660574167
6382365	Colloseum Gym	40.736093548	-74.250381114
4656501	West Orange NJ	40.7624276	-74.259472233
4543880	So Orange & Maplewood BoE, Admin Bldg	40.736835889	-74.26522851
1516876	Walgreens	40.7353151	-74.248961067
896989	Columbia Senior High School	40.735535	-74.2656511333
6357880	VA Medical Center	40.753015733	-74.2354449
3423875	Ted's Fire Pit	40.764318845	-74.261401138
1373114	Orchard Park	40.740041483	-74.273634667
1459697	Villa Brutto Stronzo	40.732287366	-74.257691189
1466256	Parker & Lancaster Jitney Stop	40.732552804	-74.260185816
291067	South Mountain YMCA	40.7355565167	-74.2693735833
1465330	Bed Sweet Bed	40.732006253	-74.257689977
907521	Women's Club	40.734936	-74.269107
7353028	Suzy Que's	40.76603957	-74.25116485
7518270	Hat City Kitchen	40.76583915	-74.24851965
6793906	CVS	40.7663515	-74.2508294
6793916	L and Y cleaners 	40.7663515	-74.2508294
6830669	Krauser's	40.766515	-74.25079355
6952108	Peking House	40.7667988667	-74.25054005
6878873	Lucky 7 Wine And Liquors 	40.7669560667	-74.2503123833
6894784	Social Media Today World HQ	40.733855484	-74.270428816
7301260	EJ Cafe & Grill	40.733758967	-74.270275345
7378095	Little One & Co.	40.73309278	-74.27072179
7361171	Claudia's House	40.76579835	-74.268642517
652354	5 Brookside 07040 Maplewood	40.736316	-74.2762286
6750084	Finish Line Car Wash	40.767857725	-74.2473408
3559428	Casa de Raven	40.729090741	-74.260879587
388566	Delta Gas	40.73248515	-74.2713751667
6909563	Shell Gas Station	40.7460972667	-74.2287728667
1957748	Highland Avenue Train Station	40.76735478	-74.243363142
657549	Memorial Park Playground	40.7320481667	-74.2721053833
6811491	Morrow Memorial United Methodist Church	40.73242	-74.272904
1236254	Shell das	40.731609217	-74.271769417
5310737	Les Saisons	40.7276490336	-74.2523431778
739279	Cherry HIll Mall	40.734	-74.276
6946344	Hat City Kitchen	40.7691612333	-74.2464465667
6946347	Luna Stage	40.7691625667	-74.2464458833
297637	Maplewood Municipal Building	40.7302111167	-74.27110585
5345291	Winchester Gardens	40.7265839267	-74.2542850971
2238475	Casa de Jaffe	40.7393431664	-74.282823801
1456119	White Castle	40.7683932	-74.240013717
553257	Burgdorff Center For The Performing Arts	40.73217465	-74.2765850167
1481773	Valley National Bank	40.73148058	-74.275612807
202258	Maplewood Movie Theater	40.7318725586	-74.2763442993
298590	Bill & Harry	40.7315189167	-74.2758855667
6592322	Baker Street Yoga	40.729053	-74.271689
27498	Maplewood Train Station	40.730991	-74.2755345667
1203052	Maplewood Deli & Grille	40.731519067	-74.27635375
906106	Freeman's Fish Market	40.730973825	-74.275709
552570	Roman Gourmet	40.7313564483	-74.2764616013
388491	King's	40.7312973667	-74.2768143333
189850	Maplewood Post Office	40.7310343333	-74.2764911167
122203	Memorial Park	40.7296912333	-74.2748568833
664023	Village Trattoria	40.7312404	-74.27741275
1458143	Maplewood Community Pool	40.724669007	-74.253617566
568409	Village Coffee Company	40.7307558	-74.2770018333
1390461	Bank of America	40.73110025	-74.277555833
289596	Village Barbers	40.7309092321	-74.2776083745
928056	Kim's Nails & Spa	40.7308656667	-74.2777898833
6745673	Highland Place	40.730920268	-74.278256988
105052	Lukes' Kitchen	40.7306626856	-74.2778986297
474089	Anthony Garubo Salon	40.730659	-74.2778978333
510993	Leo Nails	40.7306788038	-74.2781357277
1720216	Maplewood Memorial Library	40.729266988	-74.275989532
37108	Indigo Smoke	40.7309811667	-74.2785868
1230855	Words	40.730579985	-74.278050114
7540002	Keller Williams Midtown Direct	40.730493983	-74.278157119
73427	Bagel Chateau	40.7304711313	-74.2782081826
7128992	WokStar	40.730471187	-74.2782914
7407762	Maplecrest Park	40.723749341	-74.2586534188
554046	Village Ice Cream Parlor	40.7304299	-74.27836305
1286799	Arturo's	40.730336067	-74.278269383
6750061	Seton Hall Prep	40.773279625	-74.24669485
7213992	Woolley Fuel Company	40.724428	-74.265231
1092981	Maplewood Country Club	40.7281476259	-74.2752921581
408356	Lawrence Kantor Inc.	40.7705049233	-74.2377375124
1020125	Maplewood Cleaners	40.7303793667	-74.27914295
7499980	Aviary - Turtle Back Zoo	40.76712234	-74.279608285
1665011	Mt. Fuji Restaurant	40.73005312	-74.27914112
135119	Maple Leaf	40.72901576	-74.27794945
1286311	Maplewood CSA	40.7308289	-74.280903683
747185	St. James Gate	40.72902441	-74.27842754
3190026	Black Bears @ Turtle Back Zoo	40.76822525	-74.279329283
7406932	Maplewood Deli	40.7224263444	-74.258115481
3186748	Turtle Back Junction	40.766608017	-74.281846517
1039383	Turtle Back Zoo Trainp	40.7669426833	-74.2816039833
682155	Samurai Sushi	40.72847056	-74.27847802
1060387	New Jersey Dance Center	40.72937465	-74.2799858167
3195710	Reptile House - Turtle Back Zoo	40.76743179	-74.28120344
2189811	Maplewood Tire & Auto Repair	40.722100433	-74.25941125
1148159	Jolly Time Pizzeria	40.7606333645	-74.2237004597
6085501	Carousel @ Turtle Back Zoo	40.768497733	-74.27996095
1331281	Pope John Paul II Pavillion at St. Marys Hospital	40.7684504986	-74.2309981585
1198535	South Mountain Reservation	40.7395710333	-74.2893770167
1163210	Seth Boyden Elementary School	40.7214059667	-74.2542095
7152234	Crane's	40.72767168	-74.2790333
7307537	Mi Casa	40.773548	-74.239051
1192397	South Mountain Reserve	40.7548901	-74.291963283
6441887	Wallgreens	40.761181	-74.222153
402001	Verjus	40.72162555	-74.2656372167
7111242	Cecils Jazz Club	40.774521101	-74.239629502
928929	Turtle Back Zoo	40.7699918	-74.2808003
6410056	Ramada 	40.7619853	-74.2222262167
201544	Orange Train Station	40.7718002	-74.2328547833
1495456	Sherwin Williams Paint	40.721324733	-74.26654005
1195381	Selikoffistan	40.7777267667	-74.2533531833
60294	McDonald's	40.7700276333	-74.2817616333
6679450	Super Supermarket	40.7748448849	-74.2382830381
3852568	Essex County Mini Golf Safari	40.7686543465	-74.2843955755
6383109	Churasco	40.720949802	-74.268404511
57878	B&B Liquor	40.7764348167	-74.2403568
1666189	HLS Juice Bar & Grill	40.720675833	-74.2690018
4069009	Popeyes: Famous Fried Chicken	40.756284	-74.217308
616598	El Rancho Grande	40.775541393	-74.2375452444
4712536	Fringe salon	40.720807144	-74.269780236
781799	East Side Fitness	40.7206025833	-74.26917675
2521406	Deli Delight	40.7387068667	-74.218271
80359	Bank Of America	40.7739028333	-74.2335898167
1326564	Little Caesars	40.775574914	-74.2366120219
5606400	Dunkin' Donuts	40.7723772526	-74.2297536135
1666795	Dehart Park	40.718497833	-74.2630926
6870668	Knitknack	40.720447583	-74.271664367
1277630	Maplewood Farmer's Market	40.720535267	-74.272013367
79740	Star Coffee Shop & Deli	40.7774099745	-74.2395696691
600031	New Jersey Turnpike (near Irvington)	40.7289949359	-74.2238141434
323260	21 Canfield Street	40.7714126163	-74.2268265031
1236267	Dr Solomon	40.7231083	-74.279480267
1461628	Parkwood Diner	40.720329682	-74.273427362
7263893	Maple Chek	40.720235319	-74.273194922
168476	St. Joseph's Catholic Church	40.7194722167	-74.2712794
408643	Brick Church Train Station	40.7646123	-74.2193795
6788674	Maplewood Hobby	40.7205482	-74.27495585
334821	West Orange Tennis Center	40.773385	-74.2825166667
6355674	McDonald's	40.7707250118	-74.2248719931
3667090	Wendy's	40.7675921917	-74.221175909
7202489	Maplwood Vision Center	40.719771171	-74.273837479
79794	Orange Municipal Court	40.7708379	-74.2243091667
1328365	Pinnacle Fitness	40.77316838	-74.22738945
7310648	P&p Lawnmower	40.719692716	-74.275295846
7202527	Dunkin Donuts	40.719710654	-74.275502795
700926	Dr. Aragones	40.722077605	-74.2813688815
700898	Dr. Aragones	40.722077605	-74.2813688815
4408815	Dr. Fried. D.D.S. 	40.722429269	-74.282205638
6606694	Club 1199	40.7745981216	-74.2277956009
1096451	Dr. Gruenwald	40.7220796573	-74.2823561863
2005957	Joe's Pizza and Pasta	40.7196664151	-74.277934134
6396388	Casa Given 	40.7241243124	-74.2864823341
3180883	Rite-Aid	40.7643038034	-74.2156559229
7406966	Dairy Queen	40.714738222	-74.2531428429
6399050	East Orange Public Library	40.759292733	-74.212573272
891570	South Mountain Reservation	40.7736057043	-74.287211895
6766933	A-Z Storage and U-Haul	40.775021328	-74.225564726
1412643	Associates In Psychiatry	40.7686665	-74.2932651833
1229695	Natural Cleaners	40.722627333	-74.285757867
1037451	Northfield Surgical Center	40.7678131885	-74.2943135651
1237727	East Orange Train Station	40.761404	-74.212412
1845082	Quick Check	40.715248833	-74.269316196
891679	Don Pepe	40.73203009	-74.21391087
739870	West Orange Library	40.78149819	-74.23620653
422185	JCC West Orange	40.7683901	-74.2956865
7319420	GSP Northbound 	40.71413673	-74.242665265
174648	Bonefish Grill	40.75683945	-74.20838147
1098771	Central 5/Jefferson School	40.716358	-74.279569
1484577	Dragon Gourmet	40.721222933	-74.2886334
6771063	Greg Home	40.766931932	-74.298769535
1484585	Subway	40.721157583	-74.288715667
1484602	Mr. Mike's Convenience Store	40.720987617	-74.288682933
284629	Jiffy Lube	40.71848785	-74.2850160333
1236548	Lukoil	40.7183019	-74.2849212
1253459	Atkins Kent Building	40.7621673333	-74.3022813
285099	Five Guys Burgers and Fries	40.7205396	-74.2891479167
2201365	QBG Barbershop	40.71402997	-74.234522221
288709	Saint Barnabas Hospital	40.7638051796	-74.3024490447
2404330	Millburn Veterinary Hospital	40.721910883	-74.2919574
3454384	Thomas Edison National Historic Park	40.784069702	-74.233721513
7189108	Windsor Gardens Care Center	40.769800561	-74.211874008
922920	Eks'	40.7108119164	-74.2429767218
558931	Best Buy	40.7169192	-74.2857999333
30624	Whole Foods	40.7170404	-74.2860373
6463278	Motion Fitness	40.717361	-74.286677
7085228	Baker Street Yoga	40.717361	-74.286677
6463586	Maplewood Coffee Shop	40.717361	-74.286677
6579249	Congregation Beth Isreal 	40.721247777	-74.292569776
1236276	Exxon	40.717746	-74.287483983
6788474	Pharmacy In Target	40.7155586	-74.2841812
663701	Trader Joe's	40.72280525	-74.2952579667
6935701	JVS	40.77194	-74.21284
4409508	Petsmart	40.72299944	-74.295640022
199781	Target	40.7155301167	-74.2847695167
2206755	CVS/pharmacy	40.7849568129	-74.2325484753
260487	Grover MD	40.71936625	-74.29161781
728850	Lab Corp	40.7705246091	-74.3004578873
516038	CVS Pharmacy	40.7232719667	-74.2969552833
1412069	AMC Essex Green Cinema 9	40.7892706651	-74.2557924986
524396	Dunkin' Donuts	40.77204859	-74.299699
7360006	South Mountain Healthcare & Rehabilitation Center	40.715846093	-74.287737183
3183562	Sparkleen Car Wash	40.7806223631	-74.2213958502
1328158	Exxon	40.789878914	-74.255215626
1012019	Irma Home	40.7515228167	-74.3098058333
623559	Jade Lake	40.7240082833	-74.2990696667
1183988	White Castle	40.7150158833	-74.2245344833
6487117	Sunoco	40.790140432	-74.254843777
4645063	Starbucks @ Target	40.716824	-74.290212
2378865	O'Reilly's Bar & Grill	40.716834	-74.29025
6531922	Dougs Place	40.728866211	-74.207827153
279656	The Home Depot	40.7164651833	-74.2897629
57811	Star Tavern	40.7835551	-74.2257057167
926977	Manny's Texas Weiners	40.7178022667	-74.2920000667
7011878	West Orange Diner	40.786588779	-74.23211139
432982	Annie Sez	40.7245086167	-74.3006616
1591745	Luigi's Barbershop	40.7115447521	-74.2813378572
3196248	4 Sixty 6	40.791028367	-74.253880283
6437953	South Mountain Reservation (Glen Ave Entrance)	40.7273966074	-74.3041527271
5250730	Costa Del Sol	40.710115084	-74.27921823
7238751	Bikram Yoga	40.717099	-74.293661
6630116	TD Bank	40.79172597	-74.254518863
7542717	Old Short Hills Park	40.742088827	-74.311572478
1508291	Q.J. Green Garden Restaurant	40.724498183	-74.30238835
1230763	Holy Spirit Church	40.71201711	-74.22634929
212267	Chase Bank	40.7246462167	-74.3027683667
63546	Millburn Station (NJ Transit)	40.7260168167	-74.3040296
6958078	TGI Fridays	40.792062057	-74.254980671
5330606	Care Station 	40.7920893	-74.2538558
499023	Maplecrest Ford	40.7165527344	-74.2936630249
1512401	Sakura 	40.72517505	-74.303867083
4250698	Bank Of America	40.7242906	-74.303219317
6363069	Deerfield School	40.7512923	-74.313393183
976071	Milburn Diner	40.7249584833	-74.30431355
7595499	Millburn Public Library	40.726901021	-74.305901527
1400930	Panera Bread	40.792862575	-74.256184573
58419	Millburn 	40.7225146	-74.3024952
7417231	Name	40.710914316	-74.285624027
1468145	Desert Moon	40.793104645	-74.255488215
5802739	Jerry's Artist Outlet	40.793114217	-74.255378783
7348326	Coldstone Creamery	40.79311938	-74.255449573
1268624	Cafe Monet	40.724544417	-74.304766
6290976	RadioShack	40.793481324	-74.254727282
7312513	Prospect Ave 	40.789809	-74.279158
7188951	Millburn Library	40.726386211	-74.306605188
229526	Furbish Interiors	40.7245860604	-74.3054128132
455639	South Mountain School	40.72436547	-74.30525285
7571383	SH House	40.741833918	-74.314209496
7175602	Sunoco	40.748164024	-74.144385037
459644	West Hudson Park Pond, Kearny, NJ	40.7518329402	-74.1475760937
442120	280 West	40.75405329	-74.14157629
7377589	Goodwill	40.744576886	-74.146801168
134551	748 Hamilton Street	40.748993046	-74.1495794425
607684	Walmart	40.7497391379	-74.1353249618
7334881	David's House	40.746801786	-74.149260521
459646	West Hudson Park, Kearny, NJ	40.7524262499	-74.1514492035
1509179	Jerzey Ink	40.7471001148	-74.1527152061
1403734	Green Room	40.742117	-74.150396
1482332	Jerzey Ink Tattoo	40.750385	-74.155503
7449038	Newark, NJ Mulberry Street.	40.742175	-74.15349
264136	Dunkin' Donuts Harrison	40.74366845	-74.1550195
6883970	Hudson Internal Medicine	40.758496601	-74.149063146
7083581	Gina's Pizzaria	40.749860857	-74.156872855
7621699	Wendy's	40.7431718667	-74.1550050333
7608231	Quick Check	40.74344139	-74.15533303
1015073	Dollar Deal	40.7515772333	-74.157327
6605894	Oh! Calamares	40.75552754	-74.15509973
6883433	Big Stash's	40.756475109	-74.154460172
7494775	State Farm Insurance 	40.757597667	-74.153050813
1172319	The Irish American	40.7556188107	-74.1554886103
1594710	China Star	40.7537981933	-74.1568862162
382820	Baliza	40.7550168381	-74.156139046
1663699	Kearny Martial Arts	40.7546454	-74.15643055
4770077	La Pizza	40.746136969	-74.158213233
158370	Boa Vista BBQ	40.7587884493	-74.1519239153
7601128	O'Donnel's Pub	40.746134517	-74.158851067
7132857	Bank Of America	40.759486634	-74.151745271
1599769	Rite Aid	40.75969175	-74.15154835
1603959	Chinatown	40.7461657222	-74.1593630774
670306	PSEG	40.743586	-74.15833455
5977157	My Home	40.757664	-74.155613
2442784	Mr Nino's III Pizzeria	40.76069891	-74.1507436
1477582	Red Bull Arena Club Lounge	40.7368956	-74.1505015
1477671	Red Bull Arena Bulls' Corner	40.736779	-74.1504686
7468529	Dollar Daze	40.760667018	-74.151084423
823910	Kearny Post Office	40.757299	-74.128285
1483599	Red Bull Arena Interactive Zone	40.7365678	-74.1503857
1483628	South Ward at Red Bull Arena	40.7365508	-74.1503599
1483497	Bull Shop at Red Bull Arena	40.7365426	-74.1503607
459639	Pettigrew Park, Kearny, NJ	40.7553724012	-74.1583156586
1483528	Red Bull Arena Ticket Office	40.7365382	-74.1503602
7611817	WacArnold's	40.738387344	-74.154179898
6546487	Borough of East Newark	40.7514452934	-74.160348773
920747	Dunkin' Donuts	40.7611534577	-74.1508934565
339024	Harrison PATH Station	40.7390239667	-74.1554135167
2862901	550 Broad Street	40.74555498	-74.16051453
7170514	Ninos Pizza	40.7402777778	-74.1577777778
721003	Red Bull Arena	40.7359957167	-74.151244
1716470	Subs Galore	40.7620978696	-74.1501863275
1578909	team zombie	40.7575870082	-74.1578435898
612190	Harrison Car Service	40.74223947	-74.15980249
6606365	Riviera Cafe	40.7626962	-74.14963102
323054	Elsy Auto Repair	40.7341187833	-74.138093
1176537	Home	40.7603394985	-74.15553689
5173819	Casa Tabuas/Espiritu	40.74972856	-74.162622457
6490275	Brother's Bakery	40.7633331333	-74.14912685
2010953	Kearny Wash Rite	40.756759683	-74.16097835
1485678	Spanish Pavillion	40.745416283	-74.163282883
1175365	Gina's Hair Design	40.76399421	-74.14997154
459649	FE Rodgers Stadium, Harrison, NJ	40.7445583703	-74.1630792618
459600	Kearny Playground Park, Kearny, NJ	40.764526987	-74.136428833
459767	New Jersey Turnpike I-95 Bridge	40.7418677971	-74.12281394
667269	Tops Diner	40.7505968951	-74.1640238136
7607565	Popeyes	40.74577168	-74.16377921
101513	Fernandes Steak House	40.7324612	-74.1399333
7261314	Gunnel Oval Park	40.765259718	-74.139076425
1173250	Dunkin' Donuts	40.7455309	-74.1641047833
459718	Harrison Avenue Bridge, Harrison, NJ	40.7453346333	-74.164211154
6673787	Lily House	40.765284533	-74.147820607
254651	Hess	40.74525615	-74.1643235667
622549	The Kearny Coffee Shop	40.7652972371	-74.1481633928
459601	Veterans Park, Kearny, NJ	40.7658352625	-74.1402804852
459633	Kearny Plaza Shopping Center, Kearny, NJ	40.760837674	-74.1584765911
7344809	Kearny Flowers	40.76027333	-74.15924495
250021	Hampton Inn Harrison	40.7462410167	-74.16494865
2441740	Modell's	40.761652933	-74.157943617
929939	Bennett Heating Treating Co., Inc.	40.7333497167	-74.13190465
4373736	James Farm Market	40.760098836	-74.160078221
459628	Riverbank Park, Kearny, NJ	40.7628773856	-74.1569423676
6337731	New Jersey Institute of Technology	40.746779	-74.165999
1588603	Clay Street Bridge	40.75094085	-74.166137867
6677395	The Boo's<3	40.76639465	-74.148424167
464756	Pathmark, Kearny, NJ	40.7599518833	-74.1613841057
183552	New Jersey Turnpike (near Kearney)	40.7487623236	-74.1184180685
583318	Jordan's Bakery	40.7309520925	-74.1469649206
464749	Wachovia Bank, Kearny, NJ	40.761243996	-74.16005373
1794399	Jackson Street Bridge	40.733352867	-74.155227
464746	Burger King	40.7618138585	-74.1596708447
459755	River Bank Park, Newark, NJ	40.7320393706	-74.1523933411
464752	Marshalls, Kearny, NJ	40.7607889152	-74.1610729694
7556664	Rio Rodizio	40.7446098	-74.166358967
5223021	Center for Arts Education	40.75272	-74.166658
6477918	Coimbra Restaurant	40.730662791	-74.149625899
7331708	Rio Lounge	40.7308839333	-74.1511385667
166192	Applebee's	40.7627859667	-74.1598487333
459711	Bridge St. Bridge, Newark, NJ	40.744968856	-74.1672474146
886157	Kmart	40.7607739264	-74.162570759
6414285	UMDNJ	40.752646	-74.16763
6939609	Martini 494	40.744113	-74.167403
7129747	Catas	40.73190827	-74.15537451
459674	Minish Park, Newark, NJ	40.7405631144	-74.1658365726
6037957	Paleio	40.7295370102	-74.1467177868
459652	Lombardy Park, Newark, NJ	40.7432659333	-74.1673386097
6789354	Don pepe	40.744077	-74.167743
6624961	The Cribbo	40.75250643	-74.16831523
459702	Bears & Eagles Riverfront Stadium	40.7461434002	-74.168561697
1287731	7 11	40.7568737	-74.166718775
1072836	Betel Bakery	40.7294059167	-74.1491263667
1338350	Rio Criz	40.735629325	-74.162418275
459694	NJPAC Park	40.7394697624	-74.1659277678
459603	Belgrove Playground, Kearny, NJ	40.7675579213	-74.1526883841
6613482	Pin-Nic Bar And Grill	40.759883	-74.165012
438407	USA Storage	40.7573139964	-74.1669390143
459602	Arlington Park, Kearny, NJ	40.7693191313	-74.1405192018
622449	Island Coffee	40.7692616	-74.1454918333
499914	Penn Plaza Grill	40.7350636565	-74.1627144814
459721	St. John's Church, Newark, NJ	40.7380146416	-74.1659116745
5135194	Dodge Poetry Festival	40.7397294044	-74.1672205925
7229704	Nick's	40.739453	-74.167051
1860948	Robert Treat Hotel	40.738655217	-74.166722483
4203803	New Jersey Transit Administration Building	40.734299293	-74.162549018
684372	McDonald's	40.7352342575	-74.1637223696
1404275	Misavi	40.7301861048	-74.1555207968
42181	Boi Na Brasa	40.7296875433	-74.1542658265
891437	Don Pepe	40.7367338013	-74.1653217703
1343903	Newark Penn Station PATH	40.734797953	-74.1634365292
666137	Chevy Tahoe Hybrid	40.7578716333	-74.11695235
1246457	Dunkin Donut Newark	40.73645	-74.165331
157562	Seton Hall School of Law	40.7367085723	-74.165592122
7227953	Broad Street Café	40.74197724	-74.16913804
174459	New Jersey Performing Arts Center	40.7401122276	-74.1681810705
7509528	HD Smith	40.7549047	-74.1153375
6380390	Dunkin' Donuts Newark Penn Station	40.73441237	-74.16340464
826117	Audible HQ	40.7451598733	-74.1703748703
7503228	Ferry Street BBQ	40.7332004	-74.1619094
975984	DHL Global Forwarding	40.7423625709	-74.1695294037
7549557	Loft 47	40.73579257	-74.16514748
844738	Monsignor Doane	40.7408273045	-74.169023037
489554	Starbucks Coffee	40.735910183	-74.1654093346
1013865	Casanova Brazilian Grill	40.7284601779	-74.1522827943
459653	Washington Park, Newark, NJ	40.7434447625	-74.1701817513
6421539	The Blue Comet	40.73343431	-74.16281682
2432241	Jose Marti Memorial	40.7336139679	-74.1630524397
591254	Iberia Restaurant	40.73380571	-74.16334456
7224232	Moe's Southwest Grill	40.735079506	-74.164853967
6913870	27Mix	40.74756354	-74.17127698
459700	Mother Cabrini Park	40.7338360732	-74.1634869576
2238373	Hilton Gateway Hotel	40.73420041	-74.16395956
2376989	Newark Penn Station Bus Lane 3	40.73389518	-74.16393977
5300047	Midtown Pharmacy	40.7708900833	-74.1450231667
7227414	Newark Public Library	40.744937474	-74.171184117
495265	Subway	40.7350880453	-74.165353775
459723	New Jersey Historical Society, Newark, NJ	40.7387767549	-74.1684865952
1551901	MMM Bello's Pub	40.7334670308	-74.1635084583
19812	Newark Penn Station	40.7342344305	-74.1645169258
6788846	Path mark 	40.7272091333	-74.1493677333
1010422	Kilkenny Alehouse	40.7420891197	-74.1705249817
6967649	Newark YMCA	40.74013625	-74.1695890667
823933	Post Office	40.77101684	-74.14665839
512833	Newport Jersey City Nj	40.7343432667	-74.16498425
2741833	Central Restaurant	40.7416505274	-74.1705329196
459774	I-1 & I-9 Bridge Over The Passaic River, Newark, NJ	40.7350433324	-74.11898911
1025166	New York Sports Club @ Gateway Center	40.735413	-74.166357
7399116	Manu's Sushi Lounge	40.731356448	-74.16125536
2286450	Walgreens	40.73409461	-74.16511976
162428	Sagres	40.7318366305	-74.1622720716
6711715	Scully's	40.735635	-74.166811
6943118	Lot-less closeouts	40.73833	-74.16902
686592	Fornos of Spain	40.7323972271	-74.1631834721
6696789	Playball Restaurant	40.732169938	-74.16286597
1287710	Shoprite Kearny	40.76163445	-74.1672874
41985	Mompou	40.7314657918	-74.1618750146
459658	Military Park, Newark, NJ	40.7389738868	-74.1695380211
6486740	744 Broad Street	40.73953884	-74.16988784
459697	Peter Francisco Park	40.7331816238	-74.1643399
1602985	Gateway Bistro	40.7344925325	-74.1658591356
891106	27 Mix	40.7415165647	-74.1709669414
3034849	Iberia Peninsula Restaurant	40.7317679647	-74.1625008236
509940	Ferry Street Barbeque	40.7310295144	-74.1613524912
6917069	Gateway Center	40.735367767	-74.16686355
92181	Newark Broad St Station	40.7479748833	-74.1726786833
823974	Kearny Federal Savings	40.77174175	-74.1447201333
5519312	Dreyfuss Planetarium at Newark Museum	40.742698	-74.171742
5519390	Newark Museum	40.742698	-74.171742
79212	Adega Bar And Grill	40.7299268228	-74.1598280697
471487	DHL Global Forwarding	40.74581986	-74.17260533
884296	Newark Art Supply	40.74064235	-74.1708966667
6904950	Nasoyaka Sushi Bar	40.734751	-74.166717
439255	Rutgers Business School	40.7464773	-74.17297101
1494227	Newark New Jersey	40.734276	-74.166464
159406	Hilton	40.73448306	-74.16668409
6413464	Nysports Club	40.733612	-74.165833
1411890	Seabra's Marisqueira	40.7298530448	-74.1605964273
6550560	McGovern's Tavern	40.7410982793	-74.1719222646
490240	Brasilia Grill	40.7290906047	-74.1597320838
7618086	The Spot	40.73623549	-74.16897165
7339620	Hot C 2	40.739411	-74.17118
450911	Binary Tree, Inc.	40.7334817277	-74.1663364745
459770	Raymond Blvd. Bridge Over The Passaic River, Newark, NJ	40.732718221	-74.1192734241
504813	Queen Pizza II	40.7363643823	-74.169216156
459612	Kearny Marsh, Kearny, NJ	40.7616746947	-74.1158938408
985754	Robert's Pizza	40.7409766667	-74.17217585
7430873	Era Inc	40.728755314	-74.159574034
5337356	Port 44 Brew Pub	40.7363156056	-74.1693878174
1130414	Newark Family Court	40.73024702	-74.16255003
6799202	Rutgers Newark Bookstore	40.74345923	-74.1733649101
7355914	Better Bites	40.737416	-74.1703806
1166442	TD Bank	40.7355026333	-74.1689501167
799156	Waste Management	40.7247335	-74.14070595
494583	Zaro's Bread Basket	40.7367450263	-74.1701278781
714886	Olshins Pharmacy	40.7292568595	-74.1617250287
1547414	University Cafe	40.7421922	-74.1735436
1310072	Cafe Opção	40.725843167	-74.153753233
6367032	Department Of Public Health	40.7734698167	-74.1437735167
790207	Broadway House	40.75903254	-74.17230755
7578326	Spanish Sangria Restaurant 	40.724019068	-74.145082906
1035792	The Button Factory	40.7319146	-74.16653535
1981929	Hamburgao	40.7277343381	-74.1599289181
2587198	Halsey Fabrics	40.739892617	-74.173220583
505085	Philly Pretzel Factory	40.7372472355	-74.1719090939
1186484	Stonsby Commons	40.7427871227	-74.1747844219
531904	Airlie	40.7320354167	-74.1673697833
459725	Immaculate Heart Of Mary Church, Newark, NJ	40.7292100755	-74.1635459661
975971	DHL Global Forwarding	40.7578752	-74.17368394
6451699	Halsey Deli	40.736883	-74.17201
1176728	Talbott Apartments	40.7426315546	-74.1751760244
6448112	Krug's Tavern	40.724267908	-74.151939542
7594804	HUDD Dist	40.72456156	-74.13135161
720802	Prudential Financial	40.736154642	-74.1719090939
935264	Dunkin' Donuts	40.7374204194	-74.1728841824
1474704	Green House Chimney	40.743918467	-74.175791717
459726	St. James Church, Newark, NJ	40.7281124718	-74.1625964642
143240	Hells Kitchen	40.7308831271	-74.1668605382
1227440	D Carlos Barber Shop	40.7578676833	-74.1744184
751992	Sunset Deli	40.7747269667	-74.1431468667
143279	Brick City Bar & Grill	40.7344508839	-74.1708972305
1574491	Spanish Breakfast	40.7438653708	-74.1761040688
455250	Newark Museum	40.73943841	-74.17445361
459729	St. James Hospital, Newark, NJ	40.7282100373	-74.1633689404
1143426	Francesca's Restaurant & Pizzeria	40.7301125362	-74.1663515568
6600560	7Burritos	40.72660707	-74.160460785
459784	Lincoln Highway Bridge Over The Passaic River, Kearny, NJ	40.7320149807	-74.1160440445
1015224	Intrinsic Cafe	40.7436250167	-74.1763338167
997663	New Linden Deli	40.7751151833	-74.1428101833
1055157	St. Lucy's Church	40.7499390333	-74.1771660167
565001	Academy Street Firehouse	40.7384185791	-74.1744003296
